Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
RH,2024-10-14 00:00:00,84.8283,,
RH,2024-10-14 00:05:00,84.999,,
RH,2024-10-14 00:10:00,85.4284,,
RH,2024-10-14 00:15:00,85.849,,
RH,2024-10-14 00:20:00,85.9604,,
RH,2024-10-14 00:25:00,86.2411,,
RH,2024-10-14 00:30:00,86.0983,,
RH,2024-10-14 00:35:00,85.5937,,
RH,2024-10-14 00:40:00,86.2254,,
RH,2024-10-14 00:45:00,86.1933,,
RH,2024-10-14 00:50:00,85.847,,
RH,2024-10-14 00:55:00,86.3385,,
RH,2024-10-14 01:00:00,86.3611,,
RH,2024-10-14 01:05:00,86.3448,,
RH,2024-10-14 01:10:00,87.0854,,
RH,2024-10-14 01:15:00,86.8947,,
RH,2024-10-14 01:20:00,87.5398,,
RH,2024-10-14 01:25:00,87.6428,,
RH,2024-10-14 01:30:00,86.7613,,
RH,2024-10-14 01:35:00,86.9094,,
RH,2024-10-14 01:40:00,86.6478,,
RH,2024-10-14 01:45:00,87.0231,,
RH,2024-10-14 01:50:00,87.3258,,
RH,2024-10-14 01:55:00,87.1672,,
RH,2024-10-14 02:00:00,87.4639,,
RH,2024-10-14 02:05:00,87.3413,,
RH,2024-10-14 02:10:00,87.4234,,
RH,2024-10-14 02:15:00,87.4501,,
RH,2024-10-14 02:20:00,87.6658,,
RH,2024-10-14 02:25:00,87.6255,,
RH,2024-10-14 02:30:00,88.3163,,
RH,2024-10-14 02:35:00,88.3317,,
RH,2024-10-14 02:40:00,87.944,,
RH,2024-10-14 02:45:00,88.4482,,
RH,2024-10-14 02:50:00,88.0212,,
RH,2024-10-14 02:55:00,88.1331,,
RH,2024-10-14 03:00:00,88.5235,,
RH,2024-10-14 03:05:00,88.5383,,
RH,2024-10-14 03:10:00,88.751,,
RH,2024-10-14 03:15:00,88.5733,,
RH,2024-10-14 03:20:00,88.6956,,
RH,2024-10-14 03:25:00,88.5744,,
RH,2024-10-14 03:30:00,89.0029,,
RH,2024-10-14 03:35:00,88.9809,,
RH,2024-10-14 03:40:00,88.9863,,
RH,2024-10-14 03:45:00,89.3889,,
RH,2024-10-14 03:50:00,88.9863,,
RH,2024-10-14 03:55:00,88.9263,,
RH,2024-10-14 04:00:00,89.3409,,
RH,2024-10-14 04:05:00,89.5895,,
RH,2024-10-14 04:10:00,89.7559,,
RH,2024-10-14 04:15:00,89.7159,,
RH,2024-10-14 04:20:00,90.023,,
RH,2024-10-14 04:25:00,89.882,,
RH,2024-10-14 04:30:00,89.6044,,
RH,2024-10-14 04:35:00,89.958,,
RH,2024-10-14 04:40:00,89.5931,,
RH,2024-10-14 04:45:00,89.9276,,
RH,2024-10-14 04:50:00,89.6586,,
RH,2024-10-14 04:55:00,89.2785,,
RH,2024-10-14 05:00:00,89.5316,,
RH,2024-10-14 05:05:00,89.645,,
RH,2024-10-14 05:10:00,89.642,,
RH,2024-10-14 05:15:00,89.2499,,
RH,2024-10-14 05:20:00,89.6952,,
RH,2024-10-14 05:25:00,90.0681,,
RH,2024-10-14 05:30:00,89.8105,,
RH,2024-10-14 05:35:00,89.9563,,
RH,2024-10-14 05:40:00,89.9238,,
RH,2024-10-14 05:45:00,89.5623,,
RH,2024-10-14 05:50:00,90.0805,,
RH,2024-10-14 05:55:00,90.1527,,
RH,2024-10-14 06:00:00,90.5528,,
RH,2024-10-14 06:05:00,90.4289,,
RH,2024-10-14 06:10:00,91.0044,,
RH,2024-10-14 06:15:00,90.7084,,
RH,2024-10-14 06:20:00,90.8892,,
RH,2024-10-14 06:25:00,90.4128,,
RH,2024-10-14 06:30:00,90.4335,,
RH,2024-10-14 06:35:00,89.632,,
RH,2024-10-14 06:40:00,89.2,,
RH,2024-10-14 06:45:00,89.4016,,
RH,2024-10-14 06:50:00,88.91,,
RH,2024-10-14 06:55:00,89.2939,,
RH,2024-10-14 07:00:00,89.4933,,
RH,2024-10-14 07:05:00,88.9117,,
RH,2024-10-14 07:10:00,88.6668,,
RH,2024-10-14 07:15:00,88.5959,,
RH,2024-10-14 07:20:00,89.339,,
RH,2024-10-14 07:25:00,88.7123,,
RH,2024-10-14 07:30:00,88.8672,,
RH,2024-10-14 07:35:00,89.1063,,
RH,2024-10-14 07:40:00,89.2141,,
RH,2024-10-14 07:45:00,89.174,,
RH,2024-10-14 07:50:00,88.3955,,
RH,2024-10-14 08:05:00,89.188,,
RH,2024-10-14 08:10:00,88.7799,,
RH,2024-10-14 08:15:00,89.267,,
RH,2024-10-14 08:20:00,88.9138,,
RH,2024-10-14 08:25:00,88.4912,,
RH,2024-10-14 08:30:00,88.6924,,
RH,2024-10-14 08:35:00,87.9388,,
RH,2024-10-14 08:40:00,87.532,,
RH,2024-10-14 08:45:00,87.5053,,
RH,2024-10-14 08:50:00,87.5785,,
RH,2024-10-14 08:55:00,87.1462,,
RH,2024-10-14 09:00:00,87.1571,,
RH,2024-10-14 09:05:00,87.621,,
RH,2024-10-14 09:10:00,87.2314,,
RH,2024-10-14 09:15:00,87.4249,,
RH,2024-10-14 09:20:00,86.8173,,
RH,2024-10-14 09:25:00,86.6416,,
RH,2024-10-14 09:30:00,86.7202,,
RH,2024-10-14 09:35:00,86.9652,,
RH,2024-10-14 09:40:00,86.6333,,
RH,2024-10-14 09:45:00,86.3567,,
RH,2024-10-14 09:50:00,86.6641,,
RH,2024-10-14 09:55:00,86.1469,,
RH,2024-10-14 10:00:00,86.7931,,
RH,2024-10-14 10:05:00,86.7815,,
RH,2024-10-14 10:10:00,86.5794,,
RH,2024-10-14 10:15:00,87.2555,,
RH,2024-10-14 10:20:00,86.7245,,
RH,2024-10-14 10:25:00,86.5722,,
RH,2024-10-14 10:30:00,86.4686,,
RH,2024-10-14 10:35:00,86.4941,,
RH,2024-10-14 10:40:00,86.1117,,
RH,2024-10-14 10:45:00,86.4543,,
RH,2024-10-14 10:50:00,86.4454,,
RH,2024-10-14 10:55:00,86.142,,
RH,2024-10-14 11:00:00,86.4561,,
RH,2024-10-14 11:05:00,85.9762,,
RH,2024-10-14 11:10:00,86.0059,,
RH,2024-10-14 11:15:00,85.8853,,
RH,2024-10-14 11:20:00,85.8915,,
RH,2024-10-14 11:25:00,85.8288,,
RH,2024-10-14 11:30:00,86.1176,,
RH,2024-10-14 11:35:00,85.6805,,
RH,2024-10-14 11:40:00,85.9022,,
RH,2024-10-14 11:45:00,86.0089,,
RH,2024-10-14 11:50:00,85.6041,,
RH,2024-10-14 11:55:00,85.977,,
RH,2024-10-14 12:00:00,85.8535,,
RH,2024-10-14 12:05:00,86.1703,,
RH,2024-10-14 12:10:00,86.1424,,
RH,2024-10-14 12:15:00,86.4378,,
RH,2024-10-14 12:20:00,86.3588,,
RH,2024-10-14 12:25:00,86.7434,,
RH,2024-10-14 12:30:00,86.4754,,
RH,2024-10-14 12:35:00,86.6588,,
RH,2024-10-14 12:40:00,87.2693,,
RH,2024-10-14 12:45:00,87.0839,,
RH,2024-10-14 12:50:00,87.0734,,
RH,2024-10-14 12:55:00,86.9996,,
RH,2024-10-14 13:00:00,87.1466,,
RH,2024-10-14 13:05:00,86.7971,,
RH,2024-10-14 13:10:00,86.9142,,
RH,2024-10-14 13:15:00,87.4191,,
RH,2024-10-14 13:20:00,87.448,,
RH,2024-10-14 13:25:00,87.6285,,
RH,2024-10-14 13:30:00,87.819,,
RH,2024-10-14 13:35:00,87.246,,
RH,2024-10-14 13:40:00,87.5694,,
RH,2024-10-14 13:45:00,87.9262,,
RH,2024-10-14 13:50:00,87.7787,,
RH,2024-10-14 13:55:00,87.6174,,
RH,2024-10-14 14:00:00,87.4287,,
RH,2024-10-14 14:05:00,87.4051,,
RH,2024-10-14 14:10:00,87.6194,,
RH,2024-10-14 14:15:00,88.1015,,
RH,2024-10-14 14:20:00,88.0187,,
RH,2024-10-14 14:25:00,88.3466,,
RH,2024-10-14 14:30:00,88.372,,
RH,2024-10-14 14:35:00,88.331,,
RH,2024-10-14 14:40:00,88.3809,,
RH,2024-10-14 14:45:00,88.3045,,
RH,2024-10-14 14:50:00,88.3249,,
RH,2024-10-14 14:55:00,88.2914,,
