Continente,País,Consulado,Circ.Electoral,Local,Mesa,Mesas Fusionadas,Electores,Nro.voto,Opción Constitución Política,Votos TRICEL
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,2.0,2,336.0,900.0,VOTOS NULOS,1.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,2.0,2,336.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,3.0,3,337.0,1.0,APRUEBO,202.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,3.0,3,337.0,2.0,RECHAZO,32.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,3.0,3,337.0,900.0,VOTOS NULOS,1.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,3.0,3,337.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,4.0,4,139.0,1.0,APRUEBO,97.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,4.0,4,139.0,2.0,RECHAZO,7.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,4.0,4,139.0,900.0,VOTOS NULOS,0.0
AMERICA,CANADA,CONSULADO GRAL.,TORONTO,LOCAL PRIVADO,4.0,4,139.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,1.0,1,348.0,1.0,APRUEBO,191.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,1.0,1,348.0,2.0,RECHAZO,17.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,1.0,1,348.0,900.0,VOTOS NULOS,2.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,1.0,1,348.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,2.0,2,318.0,1.0,APRUEBO,219.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,2.0,2,318.0,2.0,RECHAZO,22.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,2.0,2,318.0,900.0,VOTOS NULOS,0.0
AMERICA,CANADA,CONSULADO GRAL.,VANCOUVER,LOCAL PRIVADO,2.0,2,318.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,LOCAL ADICIONAL,CALGARY,LOCAL PRIVADO,1.0,1,270.0,1.0,APRUEBO,159.0
AMERICA,CANADA,LOCAL ADICIONAL,CALGARY,LOCAL PRIVADO,1.0,1,270.0,2.0,RECHAZO,13.0
AMERICA,CANADA,LOCAL ADICIONAL,CALGARY,LOCAL PRIVADO,1.0,1,270.0,900.0,VOTOS NULOS,0.0
AMERICA,CANADA,LOCAL ADICIONAL,CALGARY,LOCAL PRIVADO,1.0,1,270.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,LOCAL ADICIONAL,WINNIPEG,LOCAL PRIVADO,1.0,1,120.0,1.0,APRUEBO,85.0
AMERICA,CANADA,LOCAL ADICIONAL,WINNIPEG,LOCAL PRIVADO,1.0,1,120.0,2.0,RECHAZO,4.0
AMERICA,CANADA,LOCAL ADICIONAL,WINNIPEG,LOCAL PRIVADO,1.0,1,120.0,900.0,VOTOS NULOS,0.0
AMERICA,CANADA,LOCAL ADICIONAL,WINNIPEG,LOCAL PRIVADO,1.0,1,120.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CANADA,SECCIÓN CONSULAR,OTTAWA,CONSULADO,1.0,1,178.0,1.0,APRUEBO,96.0
AMERICA,CANADA,SECCIÓN CONSULAR,OTTAWA,CONSULADO,1.0,1,178.0,2.0,RECHAZO,26.0
AMERICA,CANADA,SECCIÓN CONSULAR,OTTAWA,CONSULADO,1.0,1,178.0,900.0,VOTOS NULOS,0.0
AMERICA,CANADA,SECCIÓN CONSULAR,OTTAWA,CONSULADO,1.0,1,178.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,COLOMBIA,CONSULADO GRAL.,BOGOTA,CONSULADO,1.0,1-2,355.0,1.0,APRUEBO,105.0
AMERICA,COLOMBIA,CONSULADO GRAL.,BOGOTA,CONSULADO,1.0,1-2,355.0,2.0,RECHAZO,82.0
AMERICA,COLOMBIA,CONSULADO GRAL.,BOGOTA,CONSULADO,1.0,1-2,355.0,900.0,VOTOS NULOS,0.0
AMERICA,COLOMBIA,CONSULADO GRAL.,BOGOTA,CONSULADO,1.0,1-2,355.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,COSTA RICA,SECCIÓN CONSULAR,SAN JOSE,CONSULADO,1.0,1-2,393.0,1.0,APRUEBO,181.0
AMERICA,COSTA RICA,SECCIÓN CONSULAR,SAN JOSE,CONSULADO,1.0,1-2,393.0,2.0,RECHAZO,78.0
AMERICA,COSTA RICA,SECCIÓN CONSULAR,SAN JOSE,CONSULADO,1.0,1-2,393.0,900.0,VOTOS NULOS,0.0
AMERICA,COSTA RICA,SECCIÓN CONSULAR,SAN JOSE,CONSULADO,1.0,1-2,393.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,CUBA,SECCIÓN CONSULAR,LA HABANA,CONSULADO,1.0,1,85.0,1.0,APRUEBO,50.0
AMERICA,CUBA,SECCIÓN CONSULAR,LA HABANA,CONSULADO,1.0,1,85.0,2.0,RECHAZO,2.0
AMERICA,CUBA,SECCIÓN CONSULAR,LA HABANA,CONSULADO,1.0,1,85.0,900.0,VOTOS NULOS,0.0
AMERICA,CUBA,SECCIÓN CONSULAR,LA HABANA,CONSULADO,1.0,1,85.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,1.0,1,325.0,1.0,APRUEBO,68.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,1.0,1,325.0,2.0,RECHAZO,55.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,1.0,1,325.0,900.0,VOTOS NULOS,0.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,1.0,1,325.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,2.0,2,128.0,1.0,APRUEBO,22.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,2.0,2,128.0,2.0,RECHAZO,34.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,2.0,2,128.0,900.0,VOTOS NULOS,0.0
AMERICA,ECUADOR,CONSULADO GRAL.,GUAYAQUIL,LOCAL EDUCACIONAL,2.0,2,128.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ECUADOR,SECCIÓN CONSULAR,QUITO,LOCAL EDUCACIONAL,1.0,1-2,448.0,1.0,APRUEBO,150.0
AMERICA,ECUADOR,SECCIÓN CONSULAR,QUITO,LOCAL EDUCACIONAL,1.0,1-2,448.0,2.0,RECHAZO,69.0
AMERICA,ECUADOR,SECCIÓN CONSULAR,QUITO,LOCAL EDUCACIONAL,1.0,1-2,448.0,900.0,VOTOS NULOS,2.0
AMERICA,ECUADOR,SECCIÓN CONSULAR,QUITO,LOCAL EDUCACIONAL,1.0,1-2,448.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,EL SALVADOR,SECCIÓN CONSULAR,SAN SALVADOR,CONSULADO,1.0,1,93.0,1.0,APRUEBO,29.0
AMERICA,EL SALVADOR,SECCIÓN CONSULAR,SAN SALVADOR,CONSULADO,1.0,1,93.0,2.0,RECHAZO,33.0
AMERICA,EL SALVADOR,SECCIÓN CONSULAR,SAN SALVADOR,CONSULADO,1.0,1,93.0,900.0,VOTOS NULOS,0.0
AMERICA,EL SALVADOR,SECCIÓN CONSULAR,SAN SALVADOR,CONSULADO,1.0,1,93.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,1.0,1-3,418.0,1.0,APRUEBO,114.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,1.0,1-3,418.0,2.0,RECHAZO,41.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,1.0,1-3,418.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,1.0,1-3,418.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,2.0,2,341.0,1.0,APRUEBO,133.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,2.0,2,341.0,2.0,RECHAZO,50.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,2.0,2,341.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,CHICAGO,CONSULADO,2.0,2,341.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,1.0,1,340.0,1.0,APRUEBO,78.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,1.0,1,340.0,2.0,RECHAZO,48.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,1.0,1,340.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,1.0,1,340.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,2.0,2,193.0,1.0,APRUEBO,62.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,2.0,2,193.0,2.0,RECHAZO,57.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,2.0,2,193.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,HOUSTON,CONSULADO,2.0,2,193.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,1.0,1,347.0,1.0,APRUEBO,113.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,1.0,1,347.0,2.0,RECHAZO,60.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,1.0,1,347.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,1.0,1,347.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,2.0,2,341.0,1.0,APRUEBO,146.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,2.0,2,341.0,2.0,RECHAZO,47.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,2.0,2,341.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,LOS ANGELES,CONSULADO,2.0,2,341.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,1.0,1,346.0,1.0,APRUEBO,38.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,1.0,1,346.0,2.0,RECHAZO,127.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,1.0,1,346.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,1.0,1,346.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,2.0,2,347.0,1.0,APRUEBO,49.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,2.0,2,347.0,2.0,RECHAZO,142.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,2.0,2,347.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,2.0,2,347.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,3.0,3,344.0,1.0,APRUEBO,57.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,3.0,3,344.0,2.0,RECHAZO,119.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,3.0,3,344.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,3.0,3,344.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,4.0,4,348.0,1.0,APRUEBO,85.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,4.0,4,348.0,2.0,RECHAZO,97.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,4.0,4,348.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,4.0,4,348.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,5.0,5,289.0,1.0,APRUEBO,92.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,5.0,5,289.0,2.0,RECHAZO,100.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,5.0,5,289.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,MIAMI,CONSULADO,5.0,5,289.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,1.0,1,333.0,1.0,APRUEBO,91.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,1.0,1,333.0,2.0,RECHAZO,35.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,1.0,1,333.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,1.0,1,333.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,2.0,2,331.0,1.0,APRUEBO,91.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,2.0,2,331.0,2.0,RECHAZO,35.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,2.0,2,331.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,2.0,2,331.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,3.0,3,332.0,1.0,APRUEBO,110.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,3.0,3,332.0,2.0,RECHAZO,55.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,3.0,3,332.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,3.0,3,332.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,4.0,4,328.0,1.0,APRUEBO,122.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,4.0,4,328.0,2.0,RECHAZO,39.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,4.0,4,328.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,4.0,4,328.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,5.0,5,333.0,1.0,APRUEBO,175.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,5.0,5,333.0,2.0,RECHAZO,40.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,5.0,5,333.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,5.0,5,333.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,6.0,6,170.0,1.0,APRUEBO,86.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,6.0,6,170.0,2.0,RECHAZO,25.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,6.0,6,170.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,NUEVA YORK,CONSULADO,6.0,6,170.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,1.0,1-3,441.0,1.0,APRUEBO,164.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,1.0,1-3,441.0,2.0,RECHAZO,54.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,1.0,1-3,441.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,1.0,1-3,441.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,2.0,2,320.0,1.0,APRUEBO,142.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,2.0,2,320.0,2.0,RECHAZO,43.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,2.0,2,320.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,CONSULADO GRAL.,SAN FRANCISCO,LOCAL PRIVADO,2.0,2,320.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SALT LAKE CITY,LOCAL EDUCACIONAL,1.0,1,208.0,1.0,APRUEBO,67.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SALT LAKE CITY,LOCAL EDUCACIONAL,1.0,1,208.0,2.0,RECHAZO,34.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SALT LAKE CITY,LOCAL EDUCACIONAL,1.0,1,208.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SALT LAKE CITY,LOCAL EDUCACIONAL,1.0,1,208.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SEATTLE,LOCAL COMUNITARIO,1.0,1-2,379.0,1.0,APRUEBO,175.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SEATTLE,LOCAL COMUNITARIO,1.0,1-2,379.0,2.0,RECHAZO,56.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SEATTLE,LOCAL COMUNITARIO,1.0,1-2,379.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,LOCAL ADICIONAL,SEATTLE,LOCAL COMUNITARIO,1.0,1-2,379.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,1.0,1,326.0,1.0,APRUEBO,124.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,1.0,1,326.0,2.0,RECHAZO,62.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,1.0,1,326.0,900.0,VOTOS NULOS,1.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,1.0,1,326.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,2.0,2,321.0,1.0,APRUEBO,107.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,2.0,2,321.0,2.0,RECHAZO,64.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,2.0,2,321.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,2.0,2,321.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,3.0,3,166.0,1.0,APRUEBO,80.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,3.0,3,166.0,2.0,RECHAZO,47.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,3.0,3,166.0,900.0,VOTOS NULOS,0.0
AMERICA,ESTADOS UNIDOS,SECCIÓN CONSULAR,WASHINGTON,CONSULADO,3.0,3,166.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,GUATEMALA,SECCIÓN CONSULAR,GUATEMALA,CONSULADO,1.0,1,135.0,1.0,APRUEBO,31.0
AMERICA,GUATEMALA,SECCIÓN CONSULAR,GUATEMALA,CONSULADO,1.0,1,135.0,2.0,RECHAZO,41.0
AMERICA,GUATEMALA,SECCIÓN CONSULAR,GUATEMALA,CONSULADO,1.0,1,135.0,900.0,VOTOS NULOS,0.0
AMERICA,GUATEMALA,SECCIÓN CONSULAR,GUATEMALA,CONSULADO,1.0,1,135.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,HAITI,SECCIÓN CONSULAR,PUERTO PRINCIPE,CONSULADO,1.0,1,16.0,1.0,APRUEBO,4.0
AMERICA,HAITI,SECCIÓN CONSULAR,PUERTO PRINCIPE,CONSULADO,1.0,1,16.0,2.0,RECHAZO,2.0
AMERICA,HAITI,SECCIÓN CONSULAR,PUERTO PRINCIPE,CONSULADO,1.0,1,16.0,900.0,VOTOS NULOS,0.0
AMERICA,HAITI,SECCIÓN CONSULAR,PUERTO PRINCIPE,CONSULADO,1.0,1,16.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,HONDURAS,SECCIÓN CONSULAR,TEGUCIGALPA,CONSULADO,1.0,1,83.0,1.0,APRUEBO,19.0
AMERICA,HONDURAS,SECCIÓN CONSULAR,TEGUCIGALPA,CONSULADO,1.0,1,83.0,2.0,RECHAZO,9.0
AMERICA,HONDURAS,SECCIÓN CONSULAR,TEGUCIGALPA,CONSULADO,1.0,1,83.0,900.0,VOTOS NULOS,0.0
AMERICA,HONDURAS,SECCIÓN CONSULAR,TEGUCIGALPA,CONSULADO,1.0,1,83.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,JAMAICA,SECCIÓN CONSULAR,KINGSTON,CONSULADO,1.0,1,12.0,1.0,APRUEBO,3.0
AMERICA,JAMAICA,SECCIÓN CONSULAR,KINGSTON,CONSULADO,1.0,1,12.0,2.0,RECHAZO,5.0
AMERICA,JAMAICA,SECCIÓN CONSULAR,KINGSTON,CONSULADO,1.0,1,12.0,900.0,VOTOS NULOS,0.0
AMERICA,JAMAICA,SECCIÓN CONSULAR,KINGSTON,CONSULADO,1.0,1,12.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,1.0,1,342.0,1.0,APRUEBO,121.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,1.0,1,342.0,2.0,RECHAZO,20.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,1.0,1,342.0,900.0,VOTOS NULOS,0.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,1.0,1,342.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,2.0,2,337.0,1.0,APRUEBO,140.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,2.0,2,337.0,2.0,RECHAZO,36.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,2.0,2,337.0,900.0,VOTOS NULOS,0.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,2.0,2,337.0,901.0,VOTOS EN BLANCO,1.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,3.0,3,233.0,1.0,APRUEBO,138.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,3.0,3,233.0,2.0,RECHAZO,16.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,3.0,3,233.0,900.0,VOTOS NULOS,0.0
AMERICA,MEXICO,CONSULADO GRAL.,CIUDAD DE MEXICO,CONSULADO,3.0,3,233.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,NICARAGUA,SECCIÓN CONSULAR,MANAGUA,CONSULADO,1.0,1,47.0,1.0,APRUEBO,28.0
AMERICA,NICARAGUA,SECCIÓN CONSULAR,MANAGUA,CONSULADO,1.0,1,47.0,2.0,RECHAZO,12.0
AMERICA,NICARAGUA,SECCIÓN CONSULAR,MANAGUA,CONSULADO,1.0,1,47.0,900.0,VOTOS NULOS,0.0
AMERICA,NICARAGUA,SECCIÓN CONSULAR,MANAGUA,CONSULADO,1.0,1,47.0,901.0,VOTOS EN BLANCO,0.0
AMERICA,PANAMA,SECCIÓN CONSULAR,CIUDAD DE PANAMA,CONSULADO,1.0,1,297.0,1.0,APRUEBO,67.0
AMERICA,PANAMA,SECCIÓN CONSULAR,CIUDAD DE PANAMA,CONSULADO,1.0,1,297.0,2.0,RECHAZO,78.0
AMERICA,PANAMA,SECCIÓN CONSULAR,CIUDAD DE PANAMA,CONSULADO,1.0,1,297.0,900.0,VOTOS NULOS,1.0
AMERICA,PANAMA,SECCIÓN CONSULAR,CIUDAD DE PANAMA,CONSULADO,1.0,1,297.0,901.0,VOTOS EN BLANCO,0.0
