Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
Conductivity,2024-09-02 00:00:00,3.84027,uS/m,uS/m
Conductivity,2024-09-02 01:00:00,3.83355,uS/m,uS/m
Conductivity,2024-09-02 02:00:00,3.83084,uS/m,uS/m
Conductivity,2024-09-02 03:00:00,3.82922,uS/m,uS/m
Conductivity,2024-09-02 04:00:00,3.82477,uS/m,uS/m
Conductivity,2024-09-02 05:00:00,3.82126,uS/m,uS/m
Conductivity,2024-09-02 06:00:00,3.81769,uS/m,uS/m
Conductivity,2024-09-02 07:00:00,3.82003,uS/m,uS/m
Conductivity,2024-09-02 08:00:00,3.81905,uS/m,uS/m
Conductivity,2024-09-02 09:00:00,3.81429,uS/m,uS/m
Conductivity,2024-09-02 10:00:00,3.81363,uS/m,uS/m
Conductivity,2024-09-02 11:00:00,3.81102,uS/m,uS/m
Conductivity,2024-09-02 12:00:00,3.8118,uS/m,uS/m
Conductivity,2024-09-02 13:00:00,3.81266,uS/m,uS/m
Conductivity,2024-09-02 14:00:00,3.81159,uS/m,uS/m
Conductivity,2024-09-02 15:00:00,3.8118,uS/m,uS/m
Conductivity,2024-09-02 16:00:00,3.82085,uS/m,uS/m
Conductivity,2024-09-02 17:00:00,3.83125,uS/m,uS/m
Conductivity,2024-09-02 18:00:00,3.83329,uS/m,uS/m
Conductivity,2024-09-02 19:00:00,3.84,uS/m,uS/m
Conductivity,2024-09-02 20:00:00,3.83441,uS/m,uS/m
Conductivity,2024-09-02 21:00:00,3.82806,uS/m,uS/m
Conductivity,2024-09-02 22:00:00,3.82461,uS/m,uS/m
Conductivity,2024-09-02 23:00:00,3.8173,uS/m,uS/m
